tenure,monthly_charges,total_charges,senior_citizen,churn
44,20.50,865.05,f,f
65,95.50,6153.85,f,f
3,64.60,174.20,f,f
24,51.10,1269.60,f,f
44,84.80,3862.55,f,t
72,89.10,6352.40,t,f
24,54.95,1348.50,f,f
1,50.90,50.90,f,t
22,20.45,471.55,f,f
70,85.95,5931.75,f,f
25,60.35,1404.65,f,f
37,19.80,726.10,f,f
22,85.35,1961.60,t,f
59,72.10,4194.85,f,f
49,99.80,4872.45,f,t
47,107.35,5118.95,f,t
31,19.55,658.95,f,t
1,81.05,81.05,f,f
3,20.50,76.95,f,f
53,111.80,5809.75,f,f
1,20.20,20.20,f,f
20,19.70,415.90,f,f
3,79.10,246.50,f,t
51,19.85,996.95,f,f
51,60.50,3145.15,f,f
13,19.55,265.30,f,f
1,20.90,20.90,f,f
1,21.05,21.05,f,f
63,71.50,4576.30,f,f
3,54.65,189.10,f,f
46,19.20,908.15,f,f
1,49.80,49.80,f,f
8,25.50,215.20,f,t
71,20.50,1500.95,f,f
55,90.40,5099.15,f,f
70,90.25,6385.95,f,f
2,80.75,159.45,f,t
67,104.60,6885.75,f,f
65,91.85,5940.85,f,t
14,50.20,668.85,f,f
20,95.50,1916.20,f,f
1,75.35,75.35,f,t
1,75.45,75.45,f,t
49,95.40,4613.95,f,f
72,101.30,7261.25,f,f
46,53.10,2459.80,f,f
24,84.85,2048.80,f,f
5,34.25,163.55,f,f
33,88.60,2888.70,f,f
42,60.15,2421.60,f,f
23,99.95,2292.75,f,f
8,70.70,553.40,f,f
66,54.80,3465.70,f,f
24,49.55,1210.40,f,t
24,54.80,1291.30,t,f
69,78.60,5356.45,f,t
53,100.30,5200.80,f,f
60,53.60,3237.05,f,f
7,81.10,576.65,f,t
20,19.35,433.75,f,f
23,85.60,1868.40,f,f
72,80.80,5728.55,f,f
11,74.95,825.70,f,t
21,19.60,390.40,f,f
1,93.55,93.55,t,t
31,90.70,2845.15,t,f
57,69.75,3894.40,f,f
45,20.00,886.40,f,f
10,95.25,1021.55,f,f
58,102.10,5885.40,f,t
14,19.95,268.40,f,f
27,80.85,2204.35,f,f
14,90.90,1259.00,f,t
12,29.20,309.10,f,t
69,93.30,6398.05,f,f
25,89.15,2257.75,f,t
58,108.85,6287.25,t,t
35,46.35,1662.05,f,f
16,84.75,1350.15,t,t
45,78.75,3600.65,f,f
17,83.55,1329.15,f,f
1,45.70,45.70,f,t
22,19.60,422.50,f,f
1,69.95,69.95,t,t
67,67.85,4627.65,f,f
67,105.65,6717.90,f,f
2,44.60,97.10,f,t
23,74.95,1710.45,f,t
9,75.50,637.40,t,f
5,20.15,117.95,f,f
54,45.20,2460.55,f,f
57,95.25,5464.65,f,t
24,89.85,2165.05,f,t
49,100.45,4941.80,f,t
5,47.15,223.15,f,t
2,80.20,181.10,f,t
4,87.10,341.45,f,t
70,79.25,5731.85,f,f
5,75.90,357.75,f,t
53,85.70,4616.10,f,f
47,98.75,4533.70,f,t
31,20.10,589.25,f,f
13,61.80,750.10,f,f
28,49.90,1410.25,f,f
10,86.45,830.85,f,t
38,20.40,743.50,f,f
1,45.30,45.30,f,t
67,104.10,7040.85,f,t
52,75.40,3865.45,f,f
62,108.15,6825.65,f,f
16,86.25,1340.10,f,f
5,81.00,371.65,t,t
12,95.70,1184.00,f,f
72,116.85,8477.70,f,f
71,105.75,7382.85,t,f
24,20.15,456.85,f,f
15,19.60,331.60,f,f
67,90.60,6056.15,f,t
2,60.95,134.60,f,f
5,25.05,125.50,f,f
15,88.15,1390.60,f,t
1,20.20,20.20,f,t
41,60.30,2511.30,f,f
43,63.95,2737.05,f,f
1,74.30,74.30,t,f
1,70.60,70.60,t,f
26,90.80,2361.80,f,t
22,79.35,1730.35,f,t
71,90.55,6404.00,f,f
7,19.45,165.35,f,f
28,64.45,1867.60,t,f
16,69.65,1043.30,t,f
7,19.50,128.60,f,f
69,110.50,7455.45,f,f
1,24.70,24.70,f,f
3,77.40,206.15,f,f
21,96.80,2030.30,t,t
69,85.40,5869.40,f,f
71,47.60,3377.80,f,f
69,19.40,1346.20,f,f
48,103.85,4946.05,f,f
47,83.35,4065.00,f,t
2,49.40,106.55,f,t
45,108.45,4964.70,f,f
51,81.00,4085.75,f,f
22,79.20,1742.75,f,t
72,86.65,6224.80,f,f
37,92.95,3415.25,f,f
71,90.35,6325.25,f,f
7,48.70,340.25,f,t
11,70.20,834.70,t,f
66,25.15,1683.60,f,f
51,76.40,3966.30,f,f
30,19.55,608.50,f,f
34,85.35,2896.60,f,f
64,24.80,1514.85,f,f
65,103.15,6792.45,t,f
47,100.75,4669.20,f,f
1,95.60,95.60,f,t
49,59.75,2934.30,f,t
67,94.10,6302.80,f,f
39,19.35,779.20,f,f
14,19.90,283.75,f,f
43,108.15,4600.70,t,t
56,101.05,5594.00,t,f
14,59.10,772.85,f,f
1,71.35,71.35,f,t
16,55.85,857.80,f,f
70,106.05,7554.05,f,f
72,84.10,5981.65,t,f
23,75.30,1702.90,f,f
21,24.70,467.15,f,f
1,20.15,20.15,f,t
1,69.75,69.75,f,t
32,93.20,2931.00,t,t
17,80.85,1400.85,f,t
4,33.65,137.85,f,t
36,55.80,1941.50,f,f
50,39.70,1932.75,f,f
48,29.50,1423.05,f,f
50,20.15,970.85,f,f
72,79.55,5810.90,f,f
10,24.80,223.90,f,f
18,19.65,391.70,f,f
1,79.95,79.95,f,t
1,19.30,19.30,f,t
9,94.05,811.65,f,f
2,90.75,174.75,f,f
40,78.85,3126.85,f,f
69,99.50,6841.45,f,f
37,99.20,3754.60,f,t
18,80.55,1406.65,f,f
8,85.20,627.40,f,t
3,75.25,242.00,f,t
55,59.45,3157.00,f,f
33,93.35,3092.00,f,f
46,44.95,2168.90,f,f
34,26.10,980.35,f,f
3,20.20,65.95,f,f
30,21.25,711.90,f,f
33,59.40,1952.80,f,f
45,95.00,4368.85,f,f
40,61.90,2647.10,f,f
71,118.65,8477.60,f,f
1,54.35,54.35,f,t
72,64.45,4528.00,f,f
22,80.15,1790.65,f,f
46,20.20,845.60,f,f
55,21.00,1210.30,f,f
1,20.45,20.45,f,f
12,75.85,854.45,f,f
31,80.45,2429.10,f,f
5,24.95,100.40,f,t
67,75.50,5229.45,f,f
1,44.45,44.45,f,f
40,42.35,1716.45,f,t
41,74.55,3023.55,f,f
1,75.30,75.30,f,t
51,94.80,4837.60,f,t
42,48.15,2032.30,f,f
23,19.65,436.90,f,f
1,70.55,70.55,t,t
1,20.15,20.15,f,f
56,106.60,5893.95,f,f
15,91.00,1430.05,f,f
12,25.40,313.00,f,f
54,69.95,3871.85,f,f
7,66.85,458.10,f,f
33,86.15,2745.70,f,t
16,20.15,341.35,f,f
21,64.85,1336.80,f,f
30,74.85,2181.75,t,f
3,50.50,147.75,f,f
11,72.90,818.45,f,f
62,115.05,7133.45,f,f
18,19.00,348.80,f,f
6,19.55,128.60,f,f
46,101.10,4674.40,f,f
21,84.10,1737.45,f,f
68,24.15,1498.85,f,f
1,50.10,50.10,f,f
25,74.60,1797.75,f,f
24,19.75,498.10,f,f
30,85.00,2624.25,f,t
2,80.55,184.10,f,t
51,106.80,5498.80,f,f
57,84.50,4845.40,f,f
15,25.05,369.10,f,f
72,83.70,6096.90,f,f
2,75.80,160.75,f,t
28,96.60,2684.35,f,f
29,98.50,3004.15,t,t
70,101.10,6994.80,f,f
13,20.20,273.25,f,f
59,94.05,5483.90,t,f
13,95.25,1233.65,t,t
7,74.40,527.90,t,t
62,81.00,4985.90,f,f
21,60.25,1258.35,f,f
2,60.85,111.40,f,f
1,43.95,43.95,f,f
4,86.05,308.10,f,f
19,20.25,383.65,f,f
30,85.15,2555.90,f,t
67,19.40,1284.20,f,f
72,102.65,7550.30,t,f
53,19.90,1110.05,f,f
5,19.55,99.60,f,f
71,95.50,6707.15,t,f
50,84.15,4164.40,f,f
56,103.20,5873.75,f,f
2,50.20,109.25,f,f
2,88.55,179.25,t,t
24,54.75,1338.15,f,t
46,19.95,862.40,f,f
71,116.25,8564.75,f,f
29,31.20,926.20,f,f
69,24.45,1718.20,f,f
71,84.20,5956.85,f,f
1,91.30,91.30,t,t
56,85.65,4824.45,t,f
56,21.20,1238.65,f,f
1,79.50,79.50,f,t
28,25.55,672.20,f,f
19,20.20,382.20,f,f
66,63.85,4264.60,f,f
17,61.95,1070.70,f,f
52,25.75,1345.85,f,f
19,58.20,1045.25,f,f
36,85.85,3003.55,f,f
7,70.10,467.55,t,t
72,104.90,7537.50,f,f
67,111.30,7482.10,f,t
34,99.85,3343.15,t,f
57,95.25,5427.05,t,t
7,86.25,587.10,f,t
1,100.80,100.80,t,t
8,19.55,161.15,f,f
69,104.00,7028.50,f,f
50,104.40,5232.90,f,f
10,19.50,225.85,f,f
12,25.25,274.70,f,f
14,86.30,1180.95,f,t
70,49.85,3370.20,f,f
64,108.95,7111.30,t,f
66,89.90,5958.85,f,f
71,82.00,5999.85,f,f
20,89.95,1648.45,t,f
72,79.35,5753.25,f,f
71,64.05,4492.90,f,f
38,101.15,3956.70,f,f
28,89.95,2625.55,f,t
17,76.45,1233.40,t,t
33,39.10,1309.00,f,f
23,34.60,813.45,f,f
58,19.55,1108.80,f,f
70,104.45,7349.35,t,f
4,70.50,294.20,f,f
45,20.35,929.20,f,f
10,70.00,740.00,f,t
36,19.45,754.50,f,f
54,69.90,3883.30,f,f
23,59.70,1414.20,f,f
41,78.35,3211.20,f,f
5,71.45,371.60,t,f
27,45.85,1246.40,f,f
1,95.85,95.85,f,f
67,35.70,2545.70,f,f
72,89.55,6448.85,t,f
56,24.95,1468.90,f,f
44,24.85,1013.60,f,f
66,100.80,6690.75,t,f
34,64.40,2088.75,f,t
69,105.35,7240.65,f,f
1,102.45,102.45,f,t
40,19.65,830.25,f,f
30,54.45,1588.70,f,f
11,70.50,829.30,f,f
15,20.10,302.45,f,f
11,69.35,712.25,f,f
64,19.80,1336.65,f,f
72,74.40,5360.75,t,f
72,93.05,6735.05,t,f
1,51.20,51.20,f,f
15,65.60,1010.00,f,f
60,80.55,4847.05,f,f
56,52.70,3019.70,f,f
8,20.85,161.65,f,f
3,80.10,217.55,f,t
49,52.15,2583.75,f,f
2,80.20,146.05,f,t
6,98.15,567.45,f,t
70,114.95,7711.25,f,f
12,112.95,1384.75,f,t
52,104.45,5481.25,t,f
72,113.65,8124.20,f,f
40,20.60,827.30,f,f
1,70.90,70.90,f,t
3,86.85,220.95,t,t
40,91.55,3673.60,t,f
1,49.85,49.85,f,f
30,19.80,576.65,f,f
23,99.85,2331.30,f,t
1,74.50,74.50,f,t
44,104.15,4495.65,t,f
65,109.15,6941.20,f,t
7,48.20,340.35,t,f
72,25.10,1789.90,t,f
8,100.15,908.55,t,f
16,65.20,1043.35,f,t
66,99.50,6822.15,t,t
1,71.55,71.55,f,t
3,55.90,157.55,f,f
53,93.90,5029.20,f,t
8,64.40,581.70,t,f
69,108.40,7318.20,t,t
5,85.30,420.45,f,f
72,107.45,7576.70,f,f
13,48.75,633.40,f,t
4,85.65,321.65,f,t
54,91.30,4965.00,f,f
72,85.95,6151.90,f,f
12,106.70,1253.90,f,t
1,25.15,25.15,f,t
1,45.20,45.20,t,f
54,110.35,5893.15,f,t
69,79.20,5420.65,f,f
48,55.50,2627.35,f,f
48,103.25,5037.55,f,t
8,90.25,743.75,f,f
71,91.25,6589.60,f,f
2,47.80,92.45,f,t
67,100.90,6733.15,f,f
34,97.70,3410.00,f,f
3,69.85,199.85,f,f
9,65.60,593.30,f,f
71,104.65,7288.40,f,f
57,90.45,5229.80,f,f
72,63.70,4464.80,f,f
48,104.50,5068.05,t,f
18,20.10,401.85,f,f
43,104.30,4451.85,f,f
72,93.25,6688.95,f,f
35,73.45,2661.10,f,f
4,20.70,73.05,f,f
49,25.25,1211.65,f,f
71,100.50,7030.65,f,f
11,90.60,1020.20,f,f
63,89.40,5597.65,f,f
65,95.45,6223.30,t,f
49,20.45,1024.65,f,f
29,98.60,2933.20,f,t
15,83.05,1258.30,t,t
4,19.95,82.90,f,f
72,109.15,7789.60,f,f
26,85.70,2067.00,t,f
35,102.05,3452.55,t,f
57,94.70,5468.95,f,f
28,64.40,1802.15,f,f
25,26.80,733.55,f,f
47,66.05,3021.45,f,f
57,65.20,3687.85,f,f
16,85.05,1391.15,t,f
5,55.80,274.35,f,f
17,70.40,1214.05,f,t
56,104.75,5510.65,t,t
72,19.95,1322.85,f,f
21,94.25,1973.75,t,t
48,45.00,2196.30,f,f
68,114.90,7843.55,f,f
30,106.40,3211.90,f,f
3,46.10,130.15,f,f
14,39.70,692.35,t,f
4,20.05,85.50,f,f
71,95.75,6849.40,f,f
8,24.40,203.95,f,f
61,33.60,2117.20,f,f
72,90.45,6565.85,f,f
5,84.00,424.75,f,f
49,67.40,3306.85,f,f
8,19.70,168.90,f,f
3,80.35,253.80,f,f
9,19.60,197.40,f,f
67,54.20,3838.20,f,f
46,45.20,2065.15,f,f
67,75.10,5064.45,f,f
55,19.70,1140.05,f,f
33,72.75,2447.45,f,f
62,20.05,1263.90,f,f
1,45.95,45.95,f,t
49,39.20,1838.15,f,f
1,44.75,44.75,f,f
14,82.65,1185.00,f,f
18,93.90,1743.90,t,f
1,70.15,70.15,t,t
1,85.55,85.55,f,t
72,117.15,8529.50,f,f
64,99.25,6549.45,f,f
69,112.55,7806.50,f,f
1,25.70,25.70,f,f
71,90.30,6287.30,f,f
66,49.40,3251.85,f,f
2,19.40,50.60,f,f
71,109.70,7904.25,t,f
11,61.25,729.95,f,f
47,55.30,2654.05,f,f
35,70.30,2416.55,f,t
32,106.35,3520.75,t,t
60,103.75,5969.95,f,f
11,19.50,226.80,f,f
29,39.50,1082.75,f,f
21,26.05,565.75,f,f
48,91.05,4370.75,t,f
3,29.65,90.05,f,f
43,50.20,2169.40,f,f
5,105.30,550.60,f,f
1,55.45,55.45,f,f
71,85.45,6300.85,f,f
8,19.80,160.05,f,f
8,59.25,436.60,f,f
20,90.70,1781.35,f,f
33,103.70,3467.00,f,t
71,79.05,5552.50,f,f
31,90.70,2835.50,t,f
38,95.00,3591.25,t,f
1,88.35,88.35,f,t
2,30.25,63.75,f,f
12,49.85,617.15,f,f
53,78.75,3942.45,f,f
9,93.00,870.25,f,f
11,54.55,601.25,t,f
6,19.70,111.65,f,f
71,84.80,6046.10,f,f
42,94.45,3923.80,f,f
8,94.20,777.30,f,t
5,96.25,512.45,f,t
2,70.70,141.45,f,t
45,20.85,892.15,f,f
28,60.00,1682.05,f,f
43,80.45,3398.90,f,f
60,84.95,4984.85,f,f
42,33.55,1445.30,f,t
7,49.65,305.55,f,f
25,20.20,507.90,f,f
40,94.55,3640.45,t,t
27,100.50,2673.45,f,f
10,35.75,389.80,f,f
27,86.45,2401.05,t,f
11,53.80,651.55,f,f
4,38.55,156.10,f,f
68,39.90,2796.35,f,f
1,70.05,70.05,t,f
18,20.10,407.05,f,f
57,112.95,6465.00,f,t
26,20.30,511.25,f,f
17,35.65,646.05,f,f
1,35.90,35.90,f,t
38,99.25,3777.15,f,t
59,82.95,4903.15,t,f
30,55.65,1653.85,f,f
2,24.45,47.50,t,t
50,25.20,1306.30,t,f
9,50.80,463.60,f,f
3,19.65,60.65,f,f
14,59.80,824.85,f,f
31,73.55,2094.65,t,f
7,61.40,438.90,f,f
8,103.35,847.30,f,t
17,19.90,329.75,f,f
32,19.45,674.55,f,f
2,81.50,162.55,t,f
7,84.80,546.95,t,t
72,109.55,7887.25,f,f
31,99.95,3186.65,t,t
27,74.40,1972.35,f,f
18,90.00,1527.35,f,t
7,74.90,490.55,f,f
14,104.85,1531.40,t,t
11,59.65,683.25,f,f
72,110.45,8058.85,f,f
28,106.10,2847.40,f,t
15,74.20,1133.90,t,t
4,74.45,294.45,t,f
71,24.55,1719.15,f,f
5,89.35,461.70,f,t
47,24.55,1160.45,f,f
57,90.65,5199.80,t,f
50,105.05,5163.30,t,f
8,20.45,162.30,f,f
48,19.55,883.35,f,f
70,19.70,1341.50,f,f
1,70.45,70.45,f,f
8,85.65,659.45,f,f
1,77.15,77.15,f,t
1,35.25,35.25,f,t
60,20.55,1205.05,f,f
49,97.95,4917.90,f,f
4,48.55,201.00,f,t
29,20.00,599.30,f,f
67,25.25,1733.15,f,f
53,98.40,5149.50,f,t
67,70.90,4677.10,f,f
6,19.85,119.30,f,f
47,106.35,4849.10,f,f
53,99.50,5424.25,f,f
69,84.70,5878.90,f,f
3,86.05,244.85,f,f
4,44.55,220.75,f,f
56,75.85,4261.20,f,f
59,93.85,5574.75,t,t
61,25.00,1501.75,t,f
2,45.00,89.75,f,f
46,100.70,4541.20,t,t
12,20.50,255.50,f,f
14,80.45,1072.00,f,t
28,90.45,2509.25,f,f
24,60.45,1440.75,f,f
31,55.25,1715.65,f,t
68,78.45,5333.35,f,f
39,100.55,3895.35,f,f
42,20.35,869.90,f,f
13,54.45,706.85,f,t
6,90.75,512.25,f,f
35,75.35,2636.05,f,t
38,20.25,814.75,f,f
18,20.05,388.60,f,f
4,19.60,93.45,f,f
27,53.80,1389.85,f,f
41,70.20,2894.55,f,f
50,75.50,4025.60,f,f
72,20.35,1354.40,f,f
70,26.05,1856.40,f,f
44,20.60,926.00,f,f
2,75.70,189.20,f,t
34,20.10,682.10,f,f
72,24.30,1778.70,t,f
71,24.50,1816.20,f,f
64,110.50,7069.25,f,f
72,25.25,1841.20,f,f
1,74.25,74.25,f,t
29,90.10,2656.70,t,f
23,68.75,1689.45,f,f
52,19.20,1054.75,f,f
25,89.70,2187.55,t,t
64,115.10,7334.05,f,f
16,96.40,1581.20,t,t
1,69.50,69.50,t,t
24,99.65,2404.85,f,f
2,91.45,171.45,f,f
34,84.75,2839.45,f,f
36,85.25,3132.75,t,t
47,20.25,873.40,f,f
72,19.90,1529.65,f,f
72,97.75,6991.60,f,f
1,19.40,19.40,f,t
9,83.30,803.30,f,t
8,80.10,679.30,f,t
45,62.70,2791.50,t,t
7,100.40,715.00,f,f
71,24.45,1681.60,f,f
41,101.10,4016.20,t,f
67,50.90,3281.65,f,f
69,107.20,7317.10,f,f
70,92.20,6474.45,t,f
25,25.30,676.35,f,t
72,113.40,8164.10,f,f
34,40.55,1325.85,f,f
65,26.00,1654.85,f,f
70,111.95,7795.95,f,f
72,53.80,3952.45,f,f
35,72.10,2495.15,f,f
13,98.15,1230.25,f,t
12,78.85,876.75,f,f
62,70.75,4263.45,f,f
25,76.15,1992.95,f,f
52,39.10,1982.10,f,f
8,69.95,562.70,t,f
2,20.05,33.70,f,f
56,20.05,1090.10,f,f
12,19.45,227.45,f,f
47,26.90,1250.85,f,f
2,19.20,37.20,t,f
18,50.00,892.70,f,f
8,60.00,487.75,f,f
45,84.55,3713.95,f,f
3,45.45,141.70,f,f
38,20.05,678.20,f,f
72,115.55,8425.30,f,f
46,93.70,4154.80,f,t
71,99.00,7061.65,f,f
66,50.55,3364.55,f,f
25,105.95,2655.25,t,t
18,82.00,1425.45,f,t
13,25.00,332.50,f,f
65,91.55,5963.95,f,f
60,95.75,5742.90,f,t
15,19.35,278.85,f,f
72,24.85,1871.85,f,f
30,94.05,2866.45,f,t
42,100.40,4303.65,f,f
71,25.00,1753.00,f,f
1,54.75,54.75,f,t
39,95.65,3759.05,t,t
35,19.25,617.65,f,f
53,108.25,5935.10,f,f
1,94.60,94.60,f,t
31,98.90,2911.30,t,t
48,20.15,982.95,f,f
30,101.30,2974.50,t,f
10,20.00,198.70,f,f
12,105.30,1275.65,f,f
57,69.85,4003.00,t,f
58,65.25,3791.60,f,f
37,19.80,813.30,f,f
44,19.60,780.25,f,f
27,20.05,552.90,f,f
8,49.40,408.25,f,f
3,76.05,231.80,t,t
25,88.40,2191.15,t,f
57,100.60,5611.70,f,f
12,19.45,246.25,f,f
62,20.30,1296.15,f,f
65,107.65,7082.85,f,f
71,80.45,5662.25,f,f
21,58.85,1215.45,f,f
71,109.60,7854.15,f,f
7,75.15,525.00,f,f
72,73.00,5265.20,f,f
1,70.10,70.10,f,f
72,98.65,7129.45,f,f
64,111.45,7266.95,f,f
72,114.90,8496.70,f,f
29,100.55,2878.75,f,f
13,20.40,261.30,f,f
31,104.35,3205.60,f,f
1,69.75,69.75,t,t
7,34.50,279.25,f,t
61,105.55,6281.45,f,t
39,30.10,1131.30,f,t
10,70.30,738.20,f,t
14,80.45,1137.05,f,f
1,80.20,80.20,f,t
67,94.35,6341.45,f,t
72,91.35,6697.20,f,f
6,44.60,260.80,f,t
1,19.60,19.60,f,t
25,19.90,505.45,f,f
33,110.45,3655.45,t,t
18,68.35,1299.80,f,f
71,79.10,5564.85,f,f
28,51.00,1381.80,t,f
2,80.55,188.10,f,f
17,66.70,1077.05,f,f
56,86.40,4922.40,f,f
60,50.05,2911.50,f,f
33,25.70,826.10,f,f
1,83.40,83.40,f,f
2,70.70,140.70,f,t
63,84.65,5377.80,f,f
7,99.25,665.45,t,t
55,64.75,3617.10,f,f
65,100.15,6643.50,f,f
1,84.80,84.80,f,t
63,25.25,1559.30,f,f
70,113.00,7987.60,t,f
36,40.65,1547.35,f,f
52,105.00,5426.85,f,t
22,54.45,1127.35,f,t
22,94.95,2142.80,f,f
5,59.90,287.85,t,f
47,85.30,4045.65,f,t
33,83.35,2757.85,f,t
18,33.50,600.00,f,t
1,19.80,19.80,f,f
56,81.80,4534.45,f,f
2,20.00,40.90,f,f
35,59.60,2094.90,f,f
64,25.00,1584.80,f,f
15,84.35,1302.65,f,f
24,90.35,2238.50,f,t
1,55.55,55.55,f,f
70,75.35,5437.75,f,f
1,90.75,90.75,f,t
4,89.60,365.65,f,t
39,59.30,2209.15,f,f
29,66.10,1912.15,f,f
14,18.80,255.55,f,f
61,86.45,5175.30,f,f
13,52.10,670.65,f,f
66,47.40,3177.25,f,f
2,49.25,90.35,f,t
59,109.15,6557.75,f,f
62,94.95,5791.85,f,f
33,93.55,3055.50,t,f
66,79.50,5196.10,f,f
72,115.05,8405.00,f,f
1,19.75,19.75,f,t
19,95.15,1789.25,f,t
51,95.15,5000.05,f,f
63,105.40,6713.20,f,f
27,20.10,562.60,f,f
22,101.35,2317.10,f,t
4,20.05,91.45,t,f
42,20.70,828.85,f,f
29,20.35,617.35,f,f
4,70.05,266.90,f,t
30,19.70,625.05,f,f
4,74.65,301.40,f,t
71,85.45,6029.90,f,f
46,40.40,1842.70,f,f
4,50.40,206.60,f,t
7,79.65,604.70,f,t
69,105.20,7386.05,f,f
72,100.65,7334.05,f,f
19,79.85,1471.75,t,t
28,91.00,2626.15,f,f
5,78.75,412.10,f,t
72,116.75,8277.05,t,f
8,80.45,583.45,t,t
7,59.10,369.25,f,f
22,49.80,1049.05,f,f
72,19.30,1414.80,f,f
8,19.65,169.75,f,f
52,81.40,4354.45,f,f
68,38.90,2719.20,f,f
71,87.95,6365.35,f,f
2,19.85,51.60,f,f
34,96.35,3190.25,t,f
35,24.15,812.50,f,f
61,19.10,1143.80,f,f
1,44.00,44.00,f,f
1,50.10,50.10,f,t
53,60.60,3297.00,f,f
72,25.65,1887.00,f,f
2,76.40,151.80,f,t
3,98.70,293.65,f,t
13,100.80,1308.10,t,t
41,53.95,2215.40,t,f
24,20.40,482.80,f,f
28,90.10,2598.95,f,t
8,29.35,216.45,f,f
1,20.45,20.45,f,f
54,95.10,5064.85,f,f
41,25.25,996.45,f,f
19,44.90,839.65,f,f
72,92.65,6733.00,f,f
62,43.70,2618.30,f,f
56,72.60,4084.35,t,f
15,51.55,765.50,f,t
10,79.25,793.55,t,t
32,18.95,613.95,f,f
21,20.50,402.85,f,f
62,19.95,1244.80,f,f
2,24.50,46.40,f,f
27,20.60,581.85,f,f
5,94.85,462.80,f,t
25,61.05,1540.20,f,f
2,85.70,169.80,f,t
49,106.65,5168.10,f,f
63,108.25,6780.10,f,f
4,20.40,94.50,f,f
1,55.30,55.30,f,f
11,20.25,208.00,f,f
52,72.95,3829.75,t,f
60,89.45,5294.60,t,f
64,104.65,6889.80,f,f
43,75.20,3254.35,f,f
61,101.15,6383.90,f,f
1,44.40,44.40,f,t
5,89.50,477.70,t,t
66,68.75,4447.55,f,f
67,111.05,7321.05,f,f
42,99.00,4135.00,f,f
1,86.05,86.05,t,t
31,21.00,697.70,f,f
7,19.40,168.65,f,f
4,44.55,174.30,f,t
34,77.20,2753.80,f,f
3,19.45,69.25,f,f
19,24.85,434.80,f,f
31,35.40,1077.50,f,t
1,95.65,95.65,f,t
3,41.35,107.25,f,f
46,19.60,851.20,f,f
1,20.95,20.95,f,t
69,84.45,5848.60,f,f
5,20.25,109.80,f,f
1,19.65,19.65,f,f
26,20.65,595.50,f,f
10,34.70,329.80,t,t
25,99.30,2513.50,f,f
64,81.05,5135.35,f,f
30,67.60,2000.20,f,f
13,70.15,931.75,f,f
64,115.00,7396.15,f,f
46,84.80,3958.85,f,f
12,19.70,260.90,f,f
66,104.05,6890.00,f,t
15,19.75,297.30,f,t
17,92.55,1515.10,f,t
13,63.15,816.80,f,f
67,74.00,4868.40,f,f
24,29.10,688.00,f,f
6,50.05,288.35,f,f
53,60.05,3229.65,t,t
16,74.30,1178.25,t,t
10,20.00,185.40,f,f
13,74.65,966.25,f,f
9,85.35,758.60,f,t
25,74.30,1863.80,f,t
7,44.40,265.80,t,f
38,85.40,3297.00,f,f
43,94.10,4107.30,f,f
4,98.10,396.30,f,t
25,108.90,2809.05,f,f
27,56.20,1567.55,f,f
72,26.10,1851.45,f,f
71,85.45,6028.95,f,f
24,88.95,2072.75,f,f
50,109.65,5551.15,f,t
57,74.35,4317.35,f,f
15,48.85,736.80,f,f
4,80.10,336.15,f,f
28,56.05,1522.65,f,f
9,74.55,622.90,t,t
55,89.80,4959.60,f,f
3,100.95,329.95,f,t
10,94.90,1048.85,f,t
55,19.10,1001.50,f,f
20,20.35,442.60,f,f
62,106.05,6703.50,f,f
32,104.90,3351.55,t,t
43,19.65,779.25,f,f
9,24.10,259.80,f,t
60,59.85,3483.45,f,f
58,86.10,4890.50,f,f
7,19.45,136.75,f,f
2,97.10,184.15,f,f
37,36.65,1315.00,t,f
65,103.90,6767.10,t,f
39,19.75,757.95,f,f
68,24.55,1657.40,f,f
62,48.70,3008.55,f,f
3,88.35,262.05,f,t
72,109.55,8165.10,f,f
41,20.65,875.55,f,f
29,94.65,2649.15,f,t
4,55.20,220.65,f,f
53,24.05,1301.90,f,f
1,74.40,74.40,t,t
41,79.90,3326.20,f,t
39,20.45,790.00,f,f
63,19.25,1237.65,f,f
15,26.35,378.60,f,f
13,43.80,592.65,f,f
1,50.15,50.15,f,f
1,20.45,20.45,f,f
8,69.70,560.85,t,t
60,61.40,3638.25,f,f
12,98.10,1060.20,t,t
40,70.75,2921.75,f,f
66,61.15,4017.45,f,f
42,20.25,854.90,f,f
66,63.85,4174.35,t,f
49,98.70,4920.55,f,f
1,20.50,20.50,f,t
41,20.00,810.30,f,f
41,19.30,772.40,f,f
23,84.40,1936.85,f,f
3,25.10,79.80,f,f
4,48.25,202.25,f,f
52,19.85,1070.50,f,f
4,99.60,347.65,t,t
11,94.20,999.90,f,f
2,62.15,113.10,f,f
26,79.30,2015.80,f,f
24,56.25,1454.25,f,f
12,20.30,246.70,f,f
60,99.00,6017.90,t,f
64,90.60,5817.45,f,f
66,85.90,5595.30,f,f
60,79.20,4765.00,f,f
17,70.35,1201.65,f,f
42,19.35,867.30,f,f
1,50.15,50.15,f,f
47,63.80,3007.25,f,f
10,20.55,252.75,f,f
70,88.55,6306.50,t,f
67,101.40,6841.05,t,f
1,81.95,81.95,f,t
7,69.35,451.10,f,t
1,44.60,44.60,f,f
4,63.75,226.20,f,f
66,109.25,7082.50,f,f
12,84.60,1017.35,f,f
24,20.45,527.35,f,f
26,85.75,2146.50,f,f
6,91.10,455.30,f,t
